id,table,predict,truth,Missing information,Numerical extraction errors,Entity extraction errors,Redundant facts
scigen_dev_26,"Method Depth  BShift SubjNum Tense  CoordInv  Length  ObjNum  TopConst  SOMO  WC
 0 CMOW-C [BOLD] 36.2  66.0  81.1  78.7  61.7 [BOLD] 83.9  79.1  73.6  50.4  66.8
 1 CMOW-R  35.1 [BOLD] 70.8 [BOLD] 82.0 [BOLD] 80.2 [BOLD] 61.8  82.8 [BOLD] 79.7 [BOLD] 74.2 [BOLD] 50.7 [BOLD] 72.9
 2 CBOW-C [BOLD] 34.3 [BOLD] 50.5 [BOLD] 79.8 [BOLD] 79.9  53.0 [BOLD] 75.9 [BOLD] 79.8 [BOLD] 72.9  48.6  89.0
 3 CBOW-R  33.0  49.6  79.3  78.4 [BOLD] 53.6  74.5  78.6  72.0 [BOLD] 49.6 [BOLD] 89.5","The results show that our proposed CBOW-R method consistently outperforms CMOW-C on all the linguistic probing tasks. Especially, we notice that the performance of CMOW-R is worse than that of CMOW-C on the word similarity task. We conjecture that this is due to the fact that in such tasks, words that appear more frequently in contexts are more difficult to learn.","To test the effectiveness of this modified objective, we evaluate it with the same experimental setup as described in Section 4. Table 4 lists the results on the linguistic probing tasks. CMOW-C and CBOW-C refer to the models where the center word is used as the target. CMOW-R and CBOW-R refer to the models where the target word is sampled randomly. While CMOW-R and CMOW-C perform comparably on most probing tasks, CMOW-C yields 5 points lower scores on WordContent [CONTINUE] and BigramShift.",0,0,0,0
scigen_dev_27,"Method  SUBJ  CR  MR  MPQA  MRPC  TREC  SICK-E  SST2  SST5 STS-B  SICK-R
 0 CMOW-C  85.9  72.1  69.4  87.0 [BOLD] 71.9  85.4  74.2  73.8  37.6  54.6  71.3
 1 CMOW-R [BOLD] 87.5 [BOLD] 73.4 [BOLD] 70.6 [BOLD] 87.3  69.6 [BOLD] 88.0 [BOLD] 77.2 [BOLD] 74.7 [BOLD] 37.9 [BOLD] 56.5 [BOLD] 76.2
 2 CBOW-C [BOLD] 90.0 [BOLD] 79.3 [BOLD] 74.6 [BOLD] 87.5 [BOLD] 72.9  85.0 [BOLD] 80.0  78.4  41.0  60.5 [BOLD] 79.2
 3 CBOW-R [BOLD] 90.0  79.2  74.0  87.1  71.6 [BOLD] 85.6  78.9 [BOLD] 78.5 [BOLD] 42.1 [BOLD] 61.0  78.1","The results show that our method consistently outperforms the baseline on all the downstream tasks. The improvement is largest on the CR dataset, where our method improves over COW-R by 2.6% on average. However, the performance of CBOW-R also improves on all the downstream tasks except SICK-E. We speculate that this is because SICK-E is a relatively small dataset, in which the word vector dimensions are relatively small to be able to get good performance.","Consequently, CMOW-R also outperforms CMOW-C on 10 out of 11 supervised [CONTINUE] downstream tasks [CONTINUE] On average over all downstream tasks, the relative improvement is 20.8%. [CONTINUE] scores on downstream tasks increase on some tasks and decrease on others. The differences ar miniscule. On average over all 16 downstream tasks, CBOW-R scores 0.1% lower than CBOW-C. [CONTINUE] For CBOW, the",0,0,1,0
scigen_dev_28,"System  All LOC  All ORG  All PER All MISC In [ITALIC] E+ LOC In [ITALIC] E+ ORG In [ITALIC] E+ PER In [ITALIC] E+ MISC
 0 Name matching  96.26  89.48  57.38  96.60  92.32  76.87  47.40 76.29
 1 MIL  57.09 [BOLD] 76.30  41.35  93.35  11.90 [BOLD] 47.90  27.60 53.61
 2  MIL-ND  57.15  77.15  35.95  92.47  12.02  49.77  20.94 47.42
 3  [ITALIC] τMIL-ND [BOLD] 55.15  76.56 [BOLD] 34.03 [BOLD] 92.15 [BOLD] 11.14  51.18 [BOLD] 20.59  [BOLD] 40.00
 4 Supervised learning  55.58  61.32  24.98  89.96 8.80  14.95 7.40 29.90","We can see that τMIL-ND does better than MIL for all three categories, which is consistent with our observation in the cross-validation.","In Table 3 we classified errors according to named entity types [CONTINUE] PER is the easiest type for all systems. Even name matching, without any learning, can correctly predict in half of the cases. [CONTINUE] For LOC, it turns out that candidate selection is a bottleneck: when candidate selection was flawless, the models made only about 12% errors, down from about 57%. For MISC a similar conclusion can be drawn.",1,0,0,0
scigen_dev_29,"System  All P  All R All F1 In [ITALIC] E+ P In [ITALIC] E+ R In [ITALIC] E+ F1
 0  Name matching  15.03  15.03  15.03  29.13  29.13  29.13
 1  MIL (model 1)  35.87  35.87  35.87 ±0.72  69.38  69.38  69.38 ±1.29
 2 MIL-ND (model 2)  37.42 [BOLD] 37.42  37.42 ±0.35  72.50 [BOLD] 72.50 [BOLD] 72.50 ±0.68
 3 [ITALIC] τMIL-ND (model 2) [BOLD] 38.91  36.73 [BOLD] 37.78 ±0.26 [BOLD] 73.19  71.15  72.16 ±0.48
 4  Supervised learning  42.90  42.90  42.90 ±0.59  83.12  83.12  83.12 ±1.15","We show that our approach τMIL-ND outperforms MIL and supervised learning under two settings. τMIL-ND achieves 38.91% in terms of F1, compared to 35.87% and 37.42% for MIL and MIL, respectively. We also observe significant improvements for both EL and E+ (p<0.01) compared to the supervised learning setting.","Table 2 shows results on the test set. 'Name matching' is far behind the two models. [CONTINUE] MIL-ND achieves higher precision, recall, and F1 than MIL, [CONTINUE] Using its confidence at test time (τ MIL-ND, 'All' setting) was also beneficial in terms of precision and F1 (it cannot possibly increase recall). Because all the test data points are valid for the 'In E+' setting, using the ND classifier had a slight negative effect on F1. [CONTINUE] MIL-ND significantly outperforms MIL: the 95% confidence intervals for them do not overlap. However, this is not the case for MIL-ND and τ MIL-ND.",1,1,0,0
scigen_dev_30,"<bold>Model</bold> REF ⇒ GEN <bold>ENT</bold> REF ⇒ GEN <bold>CON</bold> REF ⇒ GEN <bold>NEU</bold>
 0  S2S 38.45 11.17 50.38
 1  G2S-GIN 49.78  9.80 40.42
 2  G2S-GAT 49.48  8.09 42.43
 3 G2S-GGNN 51.32  8.82 39.86
 4  [EMPTY] GEN ⇒ REF GEN ⇒ REF GEN ⇒ REF
 5 <bold>Model</bold>  <bold>ENT</bold>  <bold>CON</bold>  <bold>NEU</bold>
 6  S2S 73.79 12.75 13.46
 7  G2S-GIN 76.27 10.65 13.08
 8  G2S-GAT 77.54  8.54 13.92
 9 G2S-GGNN 77.64  9.64 12.72","The results show that our models perform better than the baselines significantly. Moreover, the proposed G2S-GAT model significantly outperforms S2S and G2S-GIN showing the effectiveness of our graph neural networks for natural language inference.","We perform an entailment experiment using BERT (Devlin et al., 2019) fine-tuned on the MultiNLI dataset (Williams et al., 2018) as a NLI model. We are interested in exploring whether a generated sentence (hypothesis) is semantically entailed by the reference sentence (premise). In a related text generation task, Falke et al. (2019) employ NLI models to rerank alternative predicted abstractive summaries. [CONTINUE] Table 6 shows the average probabilities for entailment, contradiction and neutral classes on the LDC2017T10 test set. All G2S models have [CONTINUE] higher entailment compared to S2S. G2S-GGNN has 33.5% and 5.2% better entailment performances than S2S, when REF entails GEN and GEN entails REF, respectively. G2S models also generate sentences that contradict the reference sentences less. This suggests that our models are capable of capturing better semantic information from the graph generating outputs semantically related to the reference sentences.",0,0,0,0
scigen_dev_31,"<bold>Model</bold> <bold>BLEU</bold> <bold>METEOR</bold>
 0 LDC2015E86  LDC2015E86  LDC2015E86
 1  Konstas et al. (2017) 22.00 -
 2 Song et al. (2018) 23.28 30.10
 3  Cao et al. (2019) 23.50 -
 4 Damonte et al.(2019) 24.40 23.60
 5  Guo et al. (2019)  <bold>25.70</bold> -
 6  S2S  22.55 ± 0.17  29.90 ± 0.31
 7  G2S-GIN  22.93 ± 0.20  29.72 ± 0.09
 8  G2S-GAT  23.42 ± 0.16  29.87 ± 0.14
 9 G2S-GGNN  24.32 ± 0.16 <bold>30.53</bold> ± 0.30
 10  LDC2017T10  LDC2017T10  LDC2017T10
 11  Back et al. (2018) 23.30 -
 12  Song et al. (2018) 24.86 31.56
 13  Damonte et al.(2019) 24.54 24.07
 14 Cao et al. (2019) 26.80 -
 15 Guo et al. (2019) 27.60 -
 16 S2S  22.73 ± 0.18  30.15 ± 0.14
 17 G2S-GIN  26.90 ± 0.19  32.62 ± 0.04
 18 G2S-GAT  26.72 ± 0.20  32.52 ± 0.02
 19  G2S-GGNN <bold>27.87</bold> ± 0.15 <bold>33.21</bold> ± 0.15","In order to remove the influence with different tagger, we compare our G2S-GAT model Guo et al. As shown in the table, the G2S-GAT model achieves new state-of-the-art results on both datasets in terms of BLEU and METEOR. On LDC2015E86, the proposed G2S-GAT model significantly outperforms the S2S and G2S-GIN by about 1.4 and 1.1 BLEU points respectively. Likewise, on LDC2017T10, the proposed G2S-GGNN model achieves the best result among all the G2S-based models. In comparison, the S2S and G2S-GAT achieve each other in terms of one of the three metrics.","Table 2 shows the comparison between the proposed models, the baseline and other neural models on the test set of the two datasets. [CONTINUE] For both datasets, our approach substantially outperforms the baselines. In LDC2015E86, G2S-GGNN achieves a BLEU score of 24.32, 4.46% higher than Song et al. (2018), who also use the copy mechanism. This indicates that our architecture can learn to generate better signals for text generation. On the same dataset, we have competitive results to Damonte and Cohen (2019). However, we do not rely on preprocessing anonymisation not to lose semantic signals. In LDC2017T10, G2S-GGNN achieves a BLEU score of 27.87, which is 3.33 points higher than Damonte and Cohen (2019), a state-of-the-art model that does not employ external information. We also have competitive results to Guo et al. (2019), a very recent state-of-the-art model. [CONTINUE] We also outperform Cao and Clark (2019) improving BLEU scores by 3.48% and 4.00%, in LDC2015E86 and LDC2017T10, respectively. In contrast to their work, we do not rely on (i) leveraging supplementary syntactic information and (ii) we do not require an anonymization preprocessing step. G2S-GIN and G2S-GAT have comparable performance on both datasets. Interestingly, G2S-GGNN has better performance among our models. This suggests that graph encoders based on gating mechanisms are very effective in text generation models. We hypothesize that the gating mechanism can better capture longdistance dependencies between nodes far apart in the graph.",0,0,0,0
scigen_dev_32,"<bold>Model</bold> <bold>External</bold>  <bold>BLEU</bold>
 0 Konstas et al. (2017) 200K  27.40
 1  Song et al. (2018) 200K  28.20
 2 Guo et al. (2019) 200K  31.60
 3  G2S-GGNN 200K <bold>32.23</bold>","We found that the proposed G2S-GGNN model improves the model’s performance by +2.23 BLEU points when trained on additional Gigaword reviews.","We follow the method of Konstas et al. (2017), which is fine-tuning the model on the LDC2015E86 training set after every epoch of pretraining on the Gigaword data. G2S-GGNN outperforms others with the same amount of Gigaword sentences (200K), achieving a 32.23 BLEU score, as shown in Table 3. The results demonstrate that pretraining on automatically generated AMR graphs enhances the performance of our model.",0,0,0,0
scigen_dev_33,"<bold>Model</bold> <bold>BLEU</bold> <bold>METEOR</bold> <bold>Size</bold>
 0 biLSTM  22.50  30.42  57.6M
 1  <italic>GEt</italic> + biLSTM  26.33  32.62  59.6M
 2  <italic>GEb</italic> + biLSTM  26.12  32.49  59.6M
 3 <italic>GEt</italic> + <italic>GEb</italic> + biLSTM  27.37  33.30  61.7M","The first shows the results of our baseline BiLSTM model trained on the training set, which achieves 29.42 BLEU points and 57.6M parameters. Adding the same information obtained from the get model improves the performance significantly, to 27.37 BLEU and 61.7M parameters. Moreover, our model performs similarly to the BiLSTM model when the latter is provided with the pre-trained entity embeddings, which shows the effectiveness of our pre-training procedure.","In Table 4, we report the results of an ablation study on the impact of each component of our model on the development set of LDC2017T10 dataset by removing the graph encoders. We also report the number of parameters (including embeddings) used in each model. The first thing we notice is the huge increase in metric scores (17% in BLEU) when applying the graph encoder layer, as the neural model receives signals regarding the graph structure of the input. The dual representation helps the model with a different view of the graph, increasing BLEU and METEOR scores by 1.04 and 0.68 points, respectively. The complete model has slightly more parameters than the model without graph encoders (57.6M vs 61.7M).",1,1,0,0
scigen_dev_34,"<bold>Model</bold> <bold>Graph Diameter</bold> 0-7 Δ <bold>Graph Diameter</bold> 7-13 Δ <bold>Graph Diameter</bold> 14-20 Δ
 0  S2S 33.2  29.7 28.8
 1  G2S-GIN 35.2 +6.0%  31.8 +7.4% 31.5 +9.2%
 2  G2S-GAT 35.1 +5.9%  32.0 +7.8%  31.5 +9.51%
 3 G2S-GGNN 36.2 +9.0% 33.0 +11.4% 30.7 +6.7%
 4  [EMPTY] <bold>Sentence Length</bold>  <bold>Sentence Length</bold> <bold>Sentence Length</bold>
 5  [EMPTY] 0-20 Δ 20-50 Δ 50-240 Δ
 6  S2S 34.9  29.9 25.1
 7  G2S-GIN 36.7 +5.2%  32.2 +7.8% 26.5 +5.8%
 8  G2S-GAT 36.9 +5.7%  32.3 +7.9% 26.6 +6.1%
 9 G2S-GGNN 37.9 +8.5% 33.3 +11.2% 26.9 +6.8%
 10 [EMPTY] <bold>Max Node Out-degree</bold>  <bold>Max Node Out-degree</bold> <bold>Max Node Out-degree</bold>
 11 [EMPTY]  0-3 Δ 4-8 Δ 9-18 Δ
 12 S2S 31.7  30.0 23.9
 13 G2S-GIN 33.9 +6.9%  32.1 +6.9% 25.4 +6.2%
 14 G2S-GAT 34.3 +8.0%  32.0 +6.7% 22.5 -6.0%
 15  G2S-GGNN  35.0 +10.3% 33.1 +10.4% 22.2 -7.3%","First, we can see that the mLSTM architectures are overall better than the S2S, with the G2S-GAT and G2S-GGNN models performing substantially better than the S2S in all settings. Particularly, the diameter of the graphs is increased between 0 - 7 and between 14 - 20, which shows the effect of the mLSTM gating mechanism. Sentence length is also improved in the G2S models, but the improvement is marginal. Between the two graph encoders, the G2S-GIN and the G2S-GGNN achieve the best performance on the test set. Max out-degrees also improved in the G2S models, but the increase is relatively small (<1%) in the GGNN and the G2S-GGNN models.","Table 5 shows METEOR5 scores for the LDC2017T10 dataset. [CONTINUE] The performances of all models decrease as the diameters of the graphs increase. G2S-GGNN has a 17.9% higher METEOR score in graphs with a diameter of at most 7 compared to graphs with diameters higher than 13. This is expected as encoding a bigger graph (containing more information) is harder than encoding smaller graphs. [CONTINUE] Since the models have fewer examples of bigger graphs to learn from, this also leads to worse performance when handling graphs with higher diameters. We also investigate the performance with respect to the sentence length. The models have better results when handling sentences with 20 or fewer tokens. Longer sentences pose additional challenges to the models. [CONTINUE] G2S-GIN has a better performance in handling graphs with node out-degrees higher than 9. This indicates that GINs can be employed in tasks where the distribution of node degrees has a long tail. Surprisingly, S2S has a better performance than G2S-GGNN and G2S-GAT when handling graphs that contain high degree nodes.",0,0,0,0
scigen_dev_35,"<bold>Model</bold> <bold>ADDED</bold> <bold>MISS</bold>
 0 S2S 47.34  37.14
 1 G2S-GIN 48.67  33.64
 2 G2S-GAT 48.24  33.73
 3  G2S-GGNN 48.66  34.06
 4  GOLD 50.77  28.35
 5 [EMPTY] [EMPTY]  [EMPTY]","We analyzed the accuracy of each model by excluding elements from the output graph that are not present in the input (added) and the fraction of elements in the input graph that are missing in the generated sentence (miss), for the test set of LDC2017T10. We use the token lemmas as the reference sentences and gold-standard predicted sentences to construct the comparison. The results show that the models that use the pre-trained word2vec embeddings perform better than the S2S-based models. G2S-GAT is the best performing model, which confirms the effectiveness of the pre-trained word embeddings.","We also evaluate the semantic adequacy of our model (how well does the generated output match the input?) by comparing the number of added and missing tokens that occur in the generated versus reference sentences (GOLD). As shown in Table 8, G2S approaches outperform the S2S baseline. G2S-GIN is closest to GOLD with respect to both metrics suggesting that this model is better able to generate novel words to construct the sentence and captures a larger range of concepts from the input AMR graph, covering",0,0,0,0
scigen_dev_36,"[EMPTY] Ar Es Fr Ru Zh En
 0  POS 88.7 90.0 89.6 88.6 87.4 85.2
 1  SEM 85.3 86.1 85.8 85.2 85.0 80.7","These features were extracted from a 4th NMT encoding layer, trained on a smaller target language corpus of 200k sentences. We expect that the use of character n-grams, which represent well-known grammatical features, to help with this task are limited.","we trained systems using a smaller data size (200K sentences), [CONTINUE] The results are shown in Table 4. [CONTINUE] we observe a variance in classifier accuracy of 1-2%, based on target language, [CONTINUE] This is true for both POS and SEM tagging.",0,0,0,0
scigen_dev_37,"[EMPTY] MFT UnsupEmb Word2Tag
 0  POS 91.95 87.06 95.55
 1  SEM 82.00 81.11 91.41","In this section, we compare our semi-supervised tagging approach against Sakaguchi et al. We have trained two classifiers. The first one is purely trained on unsupervised word embeddings. The second one is an upper bound which is the majority class of the labels on the validation set. We denote it as Word2Tag. For POS tagging, we use the unsupervised classifier and the third classifier is the word2tag embedding model.","we consider two baselines: most frequent tag (MFT) for each word according to the training set (with the global majority tag for unseen words); and unsupervised word embeddings (UnsupEmb) as features for the classifier, [CONTINUE] We also report an upper bound of directly training an encoderdecoder on word-tag sequences (Word2Tag), [CONTINUE] Table 2 shows baseline and upper bound results. The UnsupEmb baseline performs rather poorly on both POS and SEM tagging. [CONTINUE] NMT word embeddings (Table 3, rows with k = 0) perform slightly better, [CONTINUE] the results are still below the most frequent tag baseline (MFT), [CONTINUE] This is above the UnsupEmb baseline but only on par with the MFT baseline (Table 2). [CONTINUE] The results are also far below the Word2Tag upper bound (Table 2). [CONTINUE] which is far above the UnsupEmb and MFT baselines. While these results are below the oracle Word2Tag results (Table 2),",0,0,0,0
scigen_dev_38,"[ITALIC] k Ar Es Fr Ru Zh En
 0  POS Tagging Accuracy POS Tagging Accuracy POS Tagging Accuracy POS Tagging Accuracy POS Tagging Accuracy POS Tagging Accuracy POS Tagging Accuracy
 1 0 88.0 87.9 87.9 87.8 87.7 87.4
 2 1 92.4 91.9 92.1 92.1 91.5 89.4
 3 2 91.9 91.8 91.8 91.8 91.3 88.3
 4 3 92.0 92.3 92.1 91.6 91.2 87.9
 5 4 92.1 92.4 92.5 92.0 90.5 86.9
 6  SEM Tagging Accuracy SEM Tagging Accuracy SEM Tagging Accuracy SEM Tagging Accuracy SEM Tagging Accuracy SEM Tagging Accuracy SEM Tagging Accuracy
 7 0 81.9 81.9 81.8 81.8 81.8 81.2
 8 1 87.9 87.7 87.8 87.9 87.7 84.5
 9 2 87.4 87.5 87.4 87.3 87.2 83.2
 10  3 87.8 87.9 87.9 87.3 87.3 82.9
 11  4 88.3 88.6 88.4 88.1 87.7 82.1
 12 BLEU BLEU BLEU BLEU BLEU BLEU BLEU
 13  [EMPTY] 32.7 49.1 38.5 34.2 32.1 96.6","We present results for the k-th encoding layer of 4-layered NMT models, trained with different target languages. We observe that the tagging results are consistent between different languages, tagging accuracy increases with k and the highest scores are obtained with k=4. However, there are still some languages on which the tagger trained with English autoencoder outperforms the German autoencoder. This observation is similar to the one made by \newcitesennrich-haddow-birch: syntactic dependency features are better with k=1 than with k=0. With just one autoencoder, the German autoencoder outperforms the English autoencoder in semantic tagging accuracy. However, with more layers, the German autoencoder performs better in both semantic tagging and POS tagging.","NMT word embeddings (Table 3, rows with k = 0) perform slightly better, [CONTINUE] Table 3 summarizes the results of training classifiers to predict POS and SEM tags using features extracted from different encoding layers of 4 [CONTINUE] layered NMT systems.3 In the POS tagging results (first block), as the representations move above layer 0, performance jumps to around 91–92%. [CONTINUE] This is above the UnsupEmb baseline but only on par with the MFT baseline (Table 2). [CONTINUE] The results are also far below the Word2Tag upper bound (Table 2). [CONTINUE] Comparing layers 1 through 4, we see that in 3/5 target languages (Ar, Ru, Zh), POS tagging accuracy peaks at layer 1 and does not improve at higher layers, with some drops at layers 2 and 3. In 2/5 cases (Es, Fr) the performance is higher at layer 4. [CONTINUE] Turning to SEM tagging (Table 3, second block), representations from layers 1 through 4 boost the performance to around 87-88%, [CONTINUE] which is far above the UnsupEmb and MFT baselines. While these results are below the oracle Word2Tag results (Table 2), [CONTINUE] Going beyond the 1st encoding layer, representations from the 2nd and 3rd layers do not consistently improve semantic tagging performance. However, representations from the 4th layer lead to significant improvement with all target languages except for Chinese. [CONTINUE] we found that En-En encoder-decoders (that is, English autoencoders) produce poor representations for POS and SEM tagging (last column in Table 3). This is especially true with higher layer representations (e.g. around 5% below the MT models using representations from layer 4). In contrast, the autoencoder has excellent sentence recreation capabilities (96.6 BLEU). [CONTINUE] Table 3 also shows results using features obtained by training NMT systems on different target languages (the English source remains fixed). In both POS and SEM tagging, there are very small differences with different target languages (∼0.5%), except for Chinese which leads to slightly worse representations. While the differences are small,",0,0,0,0
scigen_dev_39,"Uni POS 0 87.9 1 92.0 2 91.7 3 91.8 4 91.9
 0 Uni SEM  81.8  87.8  87.4  87.6  88.2
 1  Bi POS  87.9  93.3  92.9  93.2  92.8
 2  Bi SEM  81.9  91.3  90.8  91.9  91.9
 3 Res POS  87.9  92.5  91.9  92.0  92.4
 4 Res SEM  81.9  88.2  87.5  87.6  88.5","While we can confirm that bidirectional features from stacked NMT encoders work better than uni- and bi-directional features for tagging, we confirm that they are inferior to features from stacked uni- and bi-directional encoders for semantic tagging.","improvements in both translation (+1-2 BLEU) and SEM tagging quality (+3-4% accuracy), across the board, when using a bidirectional encoder. Some of our bidirectional models obtain 92-93% accuracy. We observed similar improvements on POS tagging. Comparing POS and SEM tagging (Table 5), we note that higher layer representations improve SEM tagging, while POS tagging peaks at layer 1. we noticed small but consistent improvements in both translation (+0.9 BLEU) and POS and SEM tagging (up to +0.6% accuracy) when using features extracted from an NMT model trained with residual connections (Table 5). We also observe similar trends as before: POS tagging does not benefit from features from the upper layers, while SEM tagging improves with layer 4 representations.",0,0,0,0
scigen_dev_40,"Data  Task Protected Attribute  Δ
 0  Dial Sentiment Race 12.2
 1 [EMPTY] Mention Race 14.3
 2 PAN16 Mention Gender  8.1
 3 [EMPTY] Mention  Age  9.7","The attacker’s performance is 10% worse than our baseline accuracy on datasets of the same size. This indicates that attacks carried out by the attacker are able to inflict larger accuracy drops than those by our baseline.","Table 8 summarize the training accuracies of the attacker network. The Mention/Race task achieves the highest score of 64.3% whereas the Mention/Gender task achieves the lowest 58.1%.",1,1,1,1
scigen_dev_41,"Data  Task Accuracy
 0  Dial Sentiment  67.4
 1 [EMPTY] Mention  81.2
 2 [EMPTY] [ITALIC] Race  83.9
 3 PAN16 Mention  77.5
 4 [EMPTY] [ITALIC] Gender  67.7
 5 [EMPTY]  [ITALIC] Age  64.8","Note that our approach is not directly comparable to standard pipelined methods, as we do not train on the target data and inference on the source data. However, the results we obtained are comparable to state-of-the-art methods when trained on the source data. As our model is trained towards a single task, the results may not be directly comparable to standard pipelined methods.","The results in Table 1 indicate that the classifiers achieve reasonable accuracies for the main tasks. [CONTINUE] the protected attributes, race is highly predictable (83.9%) while age and gender can also be recovered at above 64% accuracy.",0,0,0,0
scigen_dev_42,"Data  Task Protected Attribute Balanced Task Acc Balanced Leakage Unbalanced Task Acc Unbalanced Leakage
 0  Dial Sentiment Race 67.4  64.5 79.5  73.5
 1 [EMPTY] Mention Race 81.2  71.5 86.0  73.8
 2 PAN16 Mention Gender 77.5  60.1 76.8  64.0
 3 [EMPTY] [EMPTY]  Age 74.7  59.4 77.5  59.7","The task is a linear combination of a classification problem and a multi-class classification problem. We ideally want the model to transfer well across tasks. For this, we use the balanced training data and the unbalanced training data. However, we also want the model to have access to the information before tuning the classifier. This is not easy when we work with multi-class classification tasks: in most cases none of the annotators have class labels. We use an unsupervised method to split the data and add an extra random seed for each task. We use the validation split to tune the parameters for both the multi-task classification and the multi-class classification. The hyperparameters are tuned on the validation set. Overall, the results are better than the Pan16 dataset – the balanced dataset has less balanced data and the unbalanced dataset has more biased data. But the problem still remains: how to we ensure that the data has never been seen during training is an interesting and challenging question.","This experiment suggests an upper bound on the amount of leakage of protected attributes when we do not actively attempt to prevent it. The Balanced section in Table 2 summarizes the validation-set accuracies. While the numbers are lower than when training directly (Table 1), they are still high enough to extract meaningful and possibly highly sensitive information (e.g. DIAL Race direct prediction is 83.9% while DIAL Race leakage on the balanced Sentiment task is 64.5%). [CONTINUE] We simulate this more realistic scenario by constructing unbalanced datasets in which the main tasks (sentiment/mention) remain balanced but the protected class proportions within each main class are not, as demonstrated in Figure 1b. [CONTINUE] We then follow the leakage experiment on the unbalanced datasets. The attacker is trained and tested on a balanced dataset. Otherwise, the attacker can perform quite well on the male/female task simply by learning to predict sentiment, which does not reflect leakage of gender data to the representation. When training the attacker on balanced data, its decisions cannot rely on the sentiment information encoded in the vectors, and must look for encoded information about the protected attributes. The results in Table 2 indicate that both task accuracy and attribute leakage are stronger in the unbalanced case.",0,0,0,0
scigen_dev_43,"Data  Task Protected Attribute Task Acc Leakage Δ
 0  Dial Sentiment Race  64.7 56.0 5.0
 1 [EMPTY] Mention Race  81.5 63.1 9.2
 2 PAN16 Mention Gender  75.6 58.5 8.0
 3 [EMPTY] Mention  Age  72.5 57.3 6.9","Adversarial training. As expected, we can see that the accuracy of attacks increases with the distance of the adversarial attack vector to the compromised sequence. We can also see that the classification accuracy of the datasets is not affected by the vector’s size, showing again that our architecture is robust against the adversary’s vector size.","However, training the attacker network on the resulting encoder vectors reveals a different story. For example, when considering the encoder after 50 training epochs (adversary accuracy of 49.0%), the attacker reaches 56.0% accuracy: substantially higher than the adversarial's success rate, despite sharing the exact same architecture, and being trained and tested on the exact same dataset. Table 3 summarizes the attacker's recovery rate on the adversarialy-trained encoders for the different settings. In all cases, the adversarial's success rate is around 50%, while the attacker's rate is substantially higher.",0,0,0,0
scigen_dev_44,"[EMPTY] Embedding Leaky Embedding Guarded
 0 Leaky 64.5 67.8
 1 Guarded 59.3 54.8","The results confirm our hypothesis that the identity of the embedding targets is not solely determined by the encoder, but is instead determined by the similarity between the query and the embedding targets. It also shows that the embedding-based method is more robust against unscrupulous encoders, while the guarded method is more robust against unscrupulous encoders.","We compare encoders Leaky-EMB and Leaky-RNN to gauge which module has a greater contribution to the data leakage. [CONTINUE] Table 6 summarize the results, implying that the leakage is caused mainly by the RNN, and less by the Embedding Matrix.",0,0,0,0
scigen_dev_45,"Model #Params PTB Base PTB +Finetune PTB +Dynamic WT2 Base WT2 +Finetune WT2 +Dynamic
 0 Yang et al. ( 2018 )  22M  55.97  54.44  47.69  63.33  61.45  40.68
 1 LSTM  22M  63.78  62.12 [BOLD] 53.11 [BOLD] 69.78 [BOLD] 68.68 [BOLD] 44.60
 2  GRU  17M  69.09  67.61  60.21  73.37  73.05  49.77
 3  ATR 9M  66.24  65.86  58.29  75.36  73.35  48.65
 4  SRU  13M  69.64  65.29  60.97  85.15  84.97  57.97
 5  LRN  11M [BOLD] 61.26 [BOLD] 61.00  54.45  69.91  68.86  46.97","Results: We observe that: (1) Our proposed LRN consistently outperforms all other methods on both PTB and WT2. This shows that the explicitly position-aware model can capture the syntactic dependencies better than the implicit position-aware model. (2) Compared to the other two methods, (3) GRU and (4) ATR, our proposed approach achieves better performance on PTB task with similar parameter numbers. This is because the GRU and ATR have the additional responsibility for introducing syntactic dependencies. (5) Compared to the other two methods, (6) SRU achieves better performance, which indicates the importance of dynamic programming.","Table 5 shows the test perplexity of different models.10 In this task, LRN significantly outperforms GRU, ATR and SRU, and achieves near the same perplexity as LSTM.",1,1,0,0
